Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Huang Q.; Lu S.; Liu X.; Zheng K.; Xu D.; Liu C.,"Huang, Que (56524829600); Lu, Song (57209878395); Liu, Xiaozhao (57222530309); Zheng, Kaihui (57219504013); Xu, Dengji (57219568132); Liu, Changcheng (55236328500)",56524829600; 57209878395; 57222530309; 57219504013; 57219568132; 55236328500,2021,27,10.1016/j.csite.2021.100912,https://www.scopus.com/pages/publications/85103022913?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Du Y.; He J.; Hou G.; Yuan F.,"Du, Yu (57204352421); He, Jiaping (57190970474); Hou, Guolin (55935749700); Yuan, Fangli (7201350079)",57204352421; 57190970474; 55935749700; 7201350079,2020,24,10.1016/j.electacta.2019.135593,https://www.scopus.com/pages/publications/85077491061?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Moghimi M.; Garmabdari R.; Stegen S.; Lu J.,"Moghimi, Mojtaba (56719359200); Garmabdari, Rasoul (55599174500); Stegen, Sascha (35319021100); Lu, Junwei (55806552500)",56719359200; 55599174500; 35319021100; 55806552500,2018,23,10.1109/ICPS.2018.8369968,https://www.scopus.com/pages/publications/85048376317?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yüksek G.; Alkaya A.,"Yüksek, Gökhan (57201853503); Alkaya, Alkan (18036612400)",57201853503; 18036612400,2023,27,10.1016/j.ijoes.2023.100111,https://www.scopus.com/pages/publications/85159795647?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Singh A.; Song J.; Li W.; Martin T.; Xu H.; Finegan D.P.; Zhu J.,"Singh, Avtar (57211751012); Song, Jihun (57207910995); Li, Wei (57190576752); Martin, Trevor (56701591600); Xu, Hongyi (55537631700); Finegan, Donal P. (56613490600); Zhu, Juner (56375937900)",57211751012; 57207910995; 57190576752; 56701591600; 55537631700; 56613490600; 56375937900,2024,21,10.1016/j.eml.2024.102164,https://www.scopus.com/pages/publications/85191661977?origin=resultslist,passed_stage1,"voltage, plot",passed_stage2,voltage,relevant
Cao Z.; Gao W.; Fu Y.; Kurdkandi N.V.; Mi C.,"Cao, Zhi (57202019492); Gao, Wei (57225919478); Fu, Yuhong (55670167200); Kurdkandi, Naser Vosoughi (6507035169); Mi, Chris (24081001100)",57202019492; 57225919478; 55670167200; 6507035169; 24081001100,2025,28,10.1016/j.apenergy.2024.125086,https://www.scopus.com/pages/publications/85212051118?origin=resultslist,passed_stage1,"capacity, voltage, current",passed_stage2,capacity,relevant
Neumann A.; Hamann T.R.; Danner T.; Hein S.; Becker-Steinberger K.; Wachsman E.; Latz A.,"Neumann, Anton (57215380322); Hamann, Tanner R. (57200545147); Danner, Timo (55634313400); Hein, Simon (56938156000); Becker-Steinberger, Katharina (37070311900); Wachsman, Eric (7004082633); Latz, Arnulf (55892543200)",57215380322; 57200545147; 55634313400; 56938156000; 37070311900; 7004082633; 55892543200,2021,27,10.1021/acsaem.1c00362,https://www.scopus.com/pages/publications/85106516130?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Eames C.; Clark J.M.; Rousse G.; Tarascon J.-M.; Islam M.S.,"Eames, Christopher (56382982400); Clark, John M. (55546865500); Rousse, Gwenaelle (6701825637); Tarascon, Jean-Marie (35416421800); Islam, M. Saiful (60157402600)",56382982400; 55546865500; 6701825637; 35416421800; 60157402600,2014,27,10.1021/cm5008203,https://www.scopus.com/pages/publications/84903292623?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen K.; Fehse M.; Laurita A.; Arayamparambil J.J.; Sougrati M.T.; Stievano L.; Dronskowski R.,"Chen, Kaixuan (57198085859); Fehse, Marcus (55556983700); Laurita, Angelica (57214444693); Arayamparambil, Jeethu Jiju (57203435099); Sougrati, Moulay Tahar (15754676600); Stievano, Lorenzo (6701489731); Dronskowski, Richard (7005250648)",57198085859; 55556983700; 57214444693; 57203435099; 15754676600; 6701489731; 7005250648,2020,30,10.1002/anie.201914760,https://www.scopus.com/pages/publications/85078755934?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Martins M.; Haering D.; Connell J.G.; Wan H.; Svane K.L.; Genorio B.; Farinazzo Bergamo Dias Martins P.; Lopes P.P.; Gould B.; Maglia F.; Jung R.; Stamenkovic V.; Castelli I.E.; Markovic N.M.; Rossmeisl J.; Strmcnik D.,"Martins, Milena (58593404200); Haering, Dominik (56527102000); Connell, Justin G. (36699465000); Wan, Hao (57213010010); Svane, Katrine L. (55858907000); Genorio, Bostjan (6504224865); Farinazzo Bergamo Dias Martins, Pedro (57213717077); Lopes, Pietro P. (22985605800); Gould, Brian (57944172400); Maglia, Filippo (6603838065); Jung, Roland (57190165292); Stamenkovic, Vojislav (56262746900); Castelli, Ivano E. (25821783000); Markovic, Nenad M. (35501940400); Rossmeisl, Jan (9742604300); Strmcnik, Dusan (23101243900)",58593404200; 56527102000; 36699465000; 57213010010; 55858907000; 6504224865; 57213717077; 22985605800; 57944172400; 6603838065; 57190165292; 56262746900; 25821783000; 35501940400; 9742604300; 23101243900,2023,24,10.1021/acscatal.3c01531,https://www.scopus.com/pages/publications/85164383692?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Rahimifard S.; Habibi S.; Goward G.; Tjong J.,"Rahimifard, Sara (57210735222); Habibi, Saeid (7003958782); Goward, Gillian (7003631041); Tjong, Jimi (6602466242)",57210735222; 7003958782; 7003631041; 6602466242,2021,23,10.3390/en14248560,https://www.scopus.com/pages/publications/85121525889?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Deng S.; Li K.; Xie Y.; Wu C.; Wang P.; Yu M.; Li B.; Zheng J.,"Deng, Shasha (57210830112); Li, Kuining (52364393400); Xie, Yi (55497195800); Wu, Cunxue (57199393383); Wang, Pingzhong (57209279452); Yu, Miao (57210831986); Li, Bo (57212398896); Zheng, Jintao (36839916200)",57210830112; 52364393400; 55497195800; 57199393383; 57209279452; 57210831986; 57212398896; 36839916200,2019,23,10.3390/en12163143,https://www.scopus.com/pages/publications/85071633845?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ghaviha N.; Bohlin M.; Holmberg C.; Dahlquist E.,"Ghaviha, Nima (56943426400); Bohlin, Markus (23487993800); Holmberg, Christer (57197712202); Dahlquist, Erik (6701334488)",56943426400; 23487993800; 57197712202; 6701334488,2019,24,10.1007/s40534-018-0181-y,https://www.scopus.com/pages/publications/85071607452?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Khan H.; Nizami I.F.; Qaisar S.M.; Waqar A.; Krichen M.; Almaktoom A.T.,"Khan, Hajra (57963630400); Nizami, Imran Fareed (22734616700); Qaisar, Saeed Mian (36550525100); Waqar, Asad (57201366789); Krichen, Moez (8973115500); Almaktoom, Abdulaziz Turki (55776498000)",57963630400; 22734616700; 36550525100; 57201366789; 8973115500; 55776498000,2022,30,10.3390/en15217865,https://www.scopus.com/pages/publications/85141869998?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bhandari A.; Peng C.; Dziedzic J.; Anton L.; Owen J.R.; Kramer D.; Skylaris C.-K.,"Bhandari, Arihant (57192870137); Peng, Chao (57217525971); Dziedzic, Jacek (55395087100); Anton, Lucian (59570841000); Owen, John R. (7402122894); Kramer, Denis (7203031715); Skylaris, Chris-Kriton (6603502266)",57192870137; 57217525971; 55395087100; 59570841000; 7402122894; 7203031715; 6603502266,2021,28,10.1063/5.0056514,https://www.scopus.com/pages/publications/85110397642?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang Y.; Ye L.; Chen X.; Li X.,"Wang, Yichao (57202648805); Ye, Luhan (56304958500); Chen, Xi (59783115900); Li, Xin (57209057218)",57202648805; 56304958500; 59783115900; 57209057218,2022,26,10.1021/jacsau.2c00009,https://www.scopus.com/pages/publications/85129263792?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Reddy S.R.; Scharrer M.K.; Pichler F.; Watzenig D.; Dulikravich G.S.,"Reddy, Sohail R. (56534529700); Scharrer, Matthias K. (56825589200); Pichler, Franz (57191487181); Watzenig, Daniel (8345782600); Dulikravich, George S. (7005794427)",56534529700; 56825589200; 57191487181; 8345782600; 7005794427,2019,27,10.1108/COMPEL-12-2018-0533,https://www.scopus.com/pages/publications/85071082400?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sun S.; Xu J.,"Sun, Shuguo (58988943100); Xu, Jun (57196733680)",58988943100; 57196733680,2024,23,10.26599/EMD.2024.9370048,https://www.scopus.com/pages/publications/85215108423?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cui X.; Shen W.; Zhang Y.; Hu C.,"Cui, Xiudong (55540702700); Shen, Weixiang (57203905864); Zhang, Yunlei (57196199412); Hu, Cungang (15843372500)",55540702700; 57203905864; 57196199412; 15843372500,2017,26,10.3390/en10111766,https://www.scopus.com/pages/publications/85036657418?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhao Y.; Deng J.; Liu P.; Zhang L.; Cui D.; Wang Q.; Sun Z.; Wang Z.,"Zhao, Yiwen (58101359800); Deng, Junjun (55935503600); Liu, Peng (55574230648); Zhang, Lei (56028400300); Cui, Dingsong (57226196240); Wang, Qiushi (57202008185); Sun, Zhenyu (57194548825); Wang, Zhenpo (58944251700)",58101359800; 55935503600; 55574230648; 56028400300; 57226196240; 57202008185; 57194548825; 58944251700,2025,21,10.1016/j.apenergy.2024.124632,https://www.scopus.com/pages/publications/85205594022?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liu X.; Li J.; Yao Z.; Wang Z.; Si R.; Diao Y.,"Liu, Xiwen (57215137031); Li, Jia (57208632268); Yao, Zhuohong (57222002481); Wang, Zhongyan (57208633196); Si, Ruicai (57208618822); Diao, Yunpeng (57222009487)",57215137031; 57208632268; 57222002481; 57208633196; 57208618822; 57222009487,2022,26,10.1016/j.egyr.2021.11.015,https://www.scopus.com/pages/publications/85120651223?origin=resultslist,passed_stage1,"capacity, voltage, curve",passed_stage2,"charge, capacity, discharge, voltage, curve",relevant
Das S.; Sparks A.; Poves E.; Videv S.; Fakidis J.; Haas H.,"Das, Sovan (57213459626); Sparks, Adrian (7005155944); Poves, Enrique (17435852800); Videv, Stefan (26656425300); Fakidis, John (56021558900); Haas, Harald (35570549500)",57213459626; 7005155944; 17435852800; 26656425300; 56021558900; 35570549500,2021,25,10.1109/JLT.2021.3096734,https://www.scopus.com/pages/publications/85110823844?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Xing L.; Ling L.; Gong B.; Zhang M.,"Xing, Likun (51162033100); Ling, Liuyi (15081378000); Gong, Bing (57270662500); Zhang, Menglong (57270986800)",51162033100; 15081378000; 57270662500; 57270986800,2022,26,10.1080/09540091.2021.1978930,https://www.scopus.com/pages/publications/85115605065?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Mascaro A.; Miyahara Y.; Enright T.; Dagdeviren O.E.; Grütter P.,"Mascaro, Aaron (57194947605); Miyahara, Yoichi (8226301600); Enright, Tyler (57194943139); Dagdeviren, Omur E. (55357954300); Grütter, Peter (7004525295)",57194947605; 8226301600; 57194943139; 55357954300; 7004525295,2019,26,10.3762/BJNANO.10.62,https://www.scopus.com/pages/publications/85067347368?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Nileshwar P.R.; McGordon A.; Ashwin T.R.; Greenwood D.,"Nileshwar, Pramila Rao (57197848523); McGordon, A. (16304740000); Ashwin, T.R. (35344588000); Greenwood, D. (7102348846)",57197848523; 16304740000; 35344588000; 7102348846,2017,25,10.1016/j.egypro.2017.10.088,https://www.scopus.com/pages/publications/85035236282?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Kong Y.; Jiao R.; Zeng S.; Cui C.; Li H.; Xu S.; Wang L.,"Kong, Yueyue (59840870900); Jiao, Ranran (57191373989); Zeng, Suyuan (7202412599); Cui, Chuansheng (14036941800); Li, Haibo (57127379200); Xu, Shuling (7404439805); Wang, Lei (59649306400)",59840870900; 57191373989; 7202412599; 14036941800; 57127379200; 7404439805; 59649306400,2020,22,10.3390/nano10020367,https://www.scopus.com/pages/publications/85079717362?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zeng Y.; Zhang X.; Mao X.; Shen P.K.; MacFarlane D.R.,"Zeng, Yanfei (57217824214); Zhang, Xinyi (55603531000); Mao, Xianxing (57222259076); Shen, Pei Kang (7201767641); MacFarlane, Douglas R. (7202978608)",57217824214; 55603531000; 57222259076; 7201767641; 7202978608,2021,21,10.1016/j.isci.2021.102547,https://www.scopus.com/pages/publications/85107122745?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Li D.; Feng C.; Liu H.K.; Guo Z.,"Li, Dan (59832137600); Feng, Chuanqi (7402911489); Liu, Hua Kun (7409750697); Guo, Zaiping (7404657678)",59832137600; 7402911489; 7409750697; 7404657678,2015,24,10.1038/srep11326,https://www.scopus.com/pages/publications/84935830151?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gao Y.; Qi S.; Li M.; Ma T.; Song H.; Cui Z.; Liang Z.; Du L.,"Gao, Yuqing (58642774700); Qi, Shengguang (57699077400); Li, Mianrui (58076936000); Ma, Tongmei (11440438000); Song, Huiyu (37063636900); Cui, Zhiming (34771260100); Liang, Zhenxing (7402178316); Du, Li (15520776800)",58642774700; 57699077400; 58076936000; 11440438000; 37063636900; 34771260100; 7402178316; 15520776800,2025,22,10.1002/anie.202411437,https://www.scopus.com/pages/publications/85210983780?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Guo F.; Ozaki Y.; Nishimura K.; Hashimoto N.; Fujita O.,"Guo, Feng (57195109119); Ozaki, Yu (57209177387); Nishimura, Katsunori (58333520400); Hashimoto, Nozomu (15845537400); Fujita, Osamu (7004673028)",57195109119; 57209177387; 58333520400; 15845537400; 7004673028,2020,24,10.1016/j.combustflame.2019.12.001,https://www.scopus.com/pages/publications/85076721501?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang G.; Guo X.; Chen J.; Han P.; Su Q.; Guo M.; Wang B.; Song H.,"Wang, Genwei (7407622498); Guo, Xuanfu (58571932000); Chen, Jingyi (57195495929); Han, Pengfei (58571932100); Su, Qiliang (57202107757); Guo, Meiqing (26635322200); Wang, Bin (55636317992); Song, Hui (57218297652)",7407622498; 58571932000; 57195495929; 58571932100; 57202107757; 26635322200; 55636317992; 57218297652,2023,28,10.3390/en16176346,https://www.scopus.com/pages/publications/85170553911?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dai H.; Gomes L.; Maxwell D.; Zamani S.; Yang K.; Atienza D.; Dale N.; Mukerjee S.,"Dai, Huidong (57189389983); Gomes, Luisa (58891045500); Maxwell, Derrick (57409289500); Zamani, Somayeh (58579962400); Yang, Kevin (58890816700); Atienza, Dianne (57214477843); Dale, Nilesh (24485342300); Mukerjee, Sanjeev (35493431200)",57189389983; 58891045500; 57409289500; 58579962400; 58890816700; 57214477843; 24485342300; 35493431200,2024,24,10.1021/acsami.3c15670,https://www.scopus.com/pages/publications/85185299513?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sadeghi H.; Restuccia F.,"Sadeghi, Hosein (57192117701); Restuccia, Francesco (57191982300)",57192117701; 57191982300,2024,25,10.1016/j.jpowsour.2024.234480,https://www.scopus.com/pages/publications/85189533617?origin=resultslist,passed_stage1,current,dropped_stage2,,dropped — no OCR keywords (stage 2)
Han Z.; Zhao L.; Zhao J.; Xu G.; Liu H.; Chen M.,"Han, Zhuxin (58619009800); Zhao, Luyao (38062485200); Zhao, Jiajun (59000443400); Xu, Guo (59000518900); Liu, Hong (56523935300); Chen, Mingyi (56442804800)",58619009800; 38062485200; 59000443400; 59000518900; 56523935300; 56442804800,2024,22,10.3390/fire7040119,https://www.scopus.com/pages/publications/85191260091?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ahn J.; Lee Y.; Han B.; Lee S.; Kim Y.; Chung D.; Jeon J.,"Ahn, Junyoung (58664881100); Lee, Yoonseok (59532500600); Han, Byeongjik (57989878900); Lee, Sohyeon (59351283600); Kim, Yunsun (57222712397); Chung, Daewon (57189328288); Jeon, Joonhyeon (52263680800)",58664881100; 59532500600; 57989878900; 59351283600; 57222712397; 57189328288; 52263680800,2025,25,10.1016/j.energy.2025.136134,https://www.scopus.com/pages/publications/105002706208?origin=resultslist,passed_stage1,"voltage, current, curve",dropped_stage2,,dropped — no OCR keywords (stage 2)
Pathak M.; Sonawane D.; Santhanagopalan S.; Braatz R.D.; Subramanian V.R.,"Pathak, Manan (56604745200); Sonawane, Dayaram (34977708000); Santhanagopalan, Shriram (6507081423); Braatz, Richard D. (7005734090); Subramanian, Venkat R. (7202536519)",56604745200; 34977708000; 6507081423; 7005734090; 7202536519,2016,24,10.1149/07523.0051ecst,https://www.scopus.com/pages/publications/85021857260?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Paarmann S.; Cloos L.; Technau J.; Wetzel T.,"Paarmann, Sabine (57215083489); Cloos, Lisa (57221529111); Technau, Jakob (59144251300); Wetzel, Thomas (7003641164)",57215083489; 57221529111; 59144251300; 7003641164,2021,22,10.1002/ente.202000862,https://www.scopus.com/pages/publications/85099408082?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Fang H.; Wang Y.; Sahinoglu Z.; Wada T.; Hara S.,"Fang, Huazhen (24922510900); Wang, Yebin (15078072000); Sahinoglu, Zafer (6701505105); Wada, Toshihiro (36640867100); Hara, Satoshi (59057606400)",24922510900; 15078072000; 6701505105; 36640867100; 59057606400,2013,31,10.1109/ACC.2013.6580370,https://www.scopus.com/pages/publications/84883532642?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zeng Y.; Chalise D.; Fu Y.; Schaadt J.; Kaur S.; Battaglia V.; Lubner S.D.; Prasher R.S.,"Zeng, Yuqiang (57193859482); Chalise, Divya (57190400813); Fu, Yanbao (9238959800); Schaadt, Joseph (57050312700); Kaur, Sumanjeet (15071548400); Battaglia, Vince (7004855730); Lubner, Sean D. (55895288700); Prasher, Ravi S. (7004221271)",57193859482; 57190400813; 9238959800; 57050312700; 15071548400; 7004855730; 55895288700; 7004221271,2021,27,10.1016/j.joule.2021.06.008,https://www.scopus.com/pages/publications/85112414979?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Keyhani-Asl A.; Perera N.; Lahr J.; Hasan R.,"Keyhani-Asl, Alireza (57205265352); Perera, Noel (55045426600); Lahr, Jens (57741361500); Hasan, Reaz (55552620000)",57205265352; 55045426600; 57741361500; 55552620000,2024,25,10.1016/j.est.2024.112306,https://www.scopus.com/pages/publications/85194581908?origin=resultslist,passed_stage1,"charge, discharge",passed_stage2,"capacity, discharge",relevant
Maus O.; Lange M.A.; Frankenberg F.; Stainer F.; Faka V.; Schlautmann E.; Rosenbach C.; Jodlbauer A.; Schubert J.; Janek J.; Li C.; Michalowski P.; Wilkening H.M.R.; Kwade A.; Zeier W.G.,"Maus, Oliver (57376443500); Lange, Martin A. (57215064244); Frankenberg, Finn (58654119500); Stainer, Florian (58169247300); Faka, Vasiliki (58651919800); Schlautmann, Eva (58489514300); Rosenbach, Carolin (57208439345); Jodlbauer, Anna (57221929076); Schubert, Johannes (58637032800); Janek, Jürgen (56273905300); Li, Cheng (55976810000); Michalowski, Peter (57221495448); Wilkening, H. Martin R. (7005628691); Kwade, Arno (6603761773); Zeier, Wolfgang G. (26636229700)",57376443500; 57215064244; 58654119500; 58169247300; 58651919800; 58489514300; 57208439345; 57221929076; 58637032800; 56273905300; 55976810000; 57221495448; 7005628691; 6603761773; 26636229700,2025,28,10.1002/aenm.202403291,https://www.scopus.com/pages/publications/85203083021?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gan L.; Yang F.; Shi Y.F.; He H.L.,"Gan, L. (57202289960); Yang, F. (55511198800); Shi, Y.F. (57199387207); He, H.L. (57199499334)",57202289960; 55511198800; 57199387207; 57199499334,2017,24,10.1088/1755-1315/94/1/012133,https://www.scopus.com/pages/publications/85038086652?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
García A.; Monsalve-Serrano J.; Ponce-Mora A.; Fogué-Robles Á.,"García, Antonio (55757783902); Monsalve-Serrano, Javier (55815162600); Ponce-Mora, Alberto (57209107943); Fogué-Robles, Álvaro (57217867134)",55757783902; 55815162600; 57209107943; 57217867134,2023,25,10.1016/j.energy.2023.126992,https://www.scopus.com/pages/publications/85148669614?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"charge, discharge, current, voltage",relevant
Yang J.; Li X.; Sun X.; Cai Y.; Mi C.,"Yang, Jufeng (57189240306); Li, Xin (56703789000); Sun, Xiaodong (55727911900); Cai, Yingfeng (26423580200); Mi, Chris (24081001100)",57189240306; 56703789000; 55727911900; 26423580200; 24081001100,2023,24,10.1016/j.energy.2022.125743,https://www.scopus.com/pages/publications/85140298874?origin=resultslist,passed_stage1,"capacity, current",passed_stage2,"capacity, voltage",relevant
Tahir M.U.; Sangwongwanich A.; Stroe D.-I.; Blaabjerg F.,"Tahir, Muhammad Usman (57954560500); Sangwongwanich, Ariya (56732907900); Stroe, Daniel-Ioan (36683200900); Blaabjerg, Frede (7004992352)",57954560500; 56732907900; 36683200900; 7004992352,2024,27,10.1016/j.est.2024.111313,https://www.scopus.com/pages/publications/85187784192?origin=resultslist,passed_stage1,"capacity, current, voltage",passed_stage2,"charge, voltage, discharge, current",relevant
Zihrul C.; Lippke M.; Kwade A.,"Zihrul, Christiane (58088110300); Lippke, Mark (57427867500); Kwade, Arno (6603761773)",58088110300; 57427867500; 6603761773,2023,24,10.3390/batteries9090455,https://www.scopus.com/pages/publications/85172287267?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lin J.; Chu H.N.; Howey D.A.; Monroe C.W.,"Lin, Jie (57061011400); Chu, Howie N. (57215584344); Howey, David A. (34267561800); Monroe, Charles W. (7006243205)",57061011400; 57215584344; 34267561800; 7006243205,2022,24,10.1038/s44172-022-00005-8,https://www.scopus.com/pages/publications/85141311492?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cattani L.; Malavasi M.; Bozzoli F.; D’Alessandro V.; Giammichele L.,"Cattani, Luca (55566286600); Malavasi, Matteo (57200115739); Bozzoli, Fabio (6506242309); D’Alessandro, Valerio (34976364400); Giammichele, Luca (57205194984)",55566286600; 57200115739; 6506242309; 34976364400; 57205194984,2023,23,10.3390/en16135071,https://www.scopus.com/pages/publications/85164831553?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Castano-Solis S.; Serrano-Jimenez D.; Gauchia L.; Sanz J.,"Castano-Solis, Sandra (57193954484); Serrano-Jimenez, Daniel (56418662400); Gauchia, Lucia (16309375400); Sanz, Javier (57197479371)",57193954484; 56418662400; 16309375400; 57197479371,2017,22,10.3390/en10030273,https://www.scopus.com/pages/publications/85017638432?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Diao W.; Xing Y.; Saxena S.; Pecht M.,"Diao, Weiping (56252668700); Xing, Yinjiao (47161793800); Saxena, Saurabh (57190371518); Pecht, Michael (7102777145)",56252668700; 47161793800; 57190371518; 7102777145,2018,28,10.3390/app8101786,https://www.scopus.com/pages/publications/85054401550?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Panosetti C.; Anniés S.B.; Grosu C.; Seidlmayer S.; Scheurer C.,"Panosetti, Chiara (54395967600); Anniés, Simon B. (57219585842); Grosu, Cristina (57216264020); Seidlmayer, Stefan (26534954400); Scheurer, Christoph (55926988400)",54395967600; 57219585842; 57216264020; 26534954400; 55926988400,2021,21,10.1021/acs.jpca.0c09388,https://www.scopus.com/pages/publications/85099632592?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang H.; Buchholz D.; Passerini S.,"Zhang, Huang (57193534427); Buchholz, Daniel (55570618700); Passerini, Stefano (7005453080)",57193534427; 55570618700; 7005453080,2017,23,10.3390/en10070889,https://www.scopus.com/pages/publications/85025134251?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Hall D.S.; Nie M.; Ellis L.D.; Glazier S.L.; Hyatt S.; Petibon R.; Xiao A.; Lamanna W.M.; Smith K.; Hill I.G.; Dahna J.R.,"Hall, David S. (57195556103); Nie, Mengyun (55568921800); Ellis, Leah D. (24479658800); Glazier, Stephen L. (56459841500); Hyatt, Sarah (56990947700); Petibon, Rémi (55644177900); Xiao, Ang (12806444300); Lamanna, W.M. (57197704055); Smith, Kiah (60390281000); Hill, I.G. (7101914044); Dahna, J.R. (7102105088)",57195556103; 55568921800; 24479658800; 56459841500; 56990947700; 55644177900; 12806444300; 57197704055; 60390281000; 7101914044; 7102105088,2016,26,10.1149/2.1091605jes,https://www.scopus.com/pages/publications/85033720303?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gold L.; Herzog T.; Schubert F.; Heuer H.; Giffin G.A.,"Gold, Lukas (57193088501); Herzog, Thomas (7102604404); Schubert, Frank (7103318625); Heuer, Henning (14831399700); Giffin, Guinevere A. (8424352600)",57193088501; 7102604404; 7103318625; 14831399700; 8424352600,2023,21,10.1002/ente.202200861,https://www.scopus.com/pages/publications/85143355126?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Guo J.; Liu M.; Luo P.; Chen X.; Yu H.; Wei X.,"Guo, Jielong (57207732404); Liu, Meijun (58167771300); Luo, Peng (58586746500); Chen, Xia (57899884500); Yu, Hui (56071787200); Wei, Xian (56304291000)",57207732404; 58167771300; 58586746500; 57899884500; 56071787200; 56304291000,2023,21,10.1016/j.egyr.2023.03.056,https://www.scopus.com/pages/publications/85151482305?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Rinne M.; Elomaa H.; Lundström M.,"Rinne, Marja (57222253125); Elomaa, Heini (57196473385); Lundström, Mari (7102771216)",57222253125; 57196473385; 7102771216,2021,29,10.1007/s11367-021-01965-3,https://www.scopus.com/pages/publications/85114146903?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Guo Y.; Yang D.; Zhao K.; Wang K.,"Guo, Yu (57889689400); Yang, Dongfang (59624370800); Zhao, Kun (57222220679); Wang, Kai (56942228000)",57889689400; 59624370800; 57222220679; 56942228000,2022,30,10.1016/j.egyr.2022.10.128,https://www.scopus.com/pages/publications/85140767957?origin=resultslist,passed_stage1,"capacity, curve",dropped_stage2,,dropped — no OCR keywords (stage 2)
Arora S.; Kapoor A.,"Arora, Shashank (56747154900); Kapoor, Ajay (7201832144)",56747154900; 7201832144,2019,22,10.3390/batteries5040070,https://www.scopus.com/pages/publications/85074845280?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sarmadian A.; Widanage W.D.; Shollock B.; Restuccia F.,"Sarmadian, Alireza (57189988272); Widanage, W. Dhammika (16317933200); Shollock, Barbara (6603538478); Restuccia, Francesco (57191982300)",57189988272; 16317933200; 6603538478; 57191982300,2023,25,10.1016/j.est.2023.107910,https://www.scopus.com/pages/publications/85162199537?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,"voltage, discharge, current",relevant
