"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Ci X.; Zhao W.; Gao W.","Ci, X. (57209103872); Zhao, W. (35202701100); Gao, W. (56713519100)","57209103872; 35202701100; 56713519100","Achieving high loading inhibitor carriers with pH-response for active corrosion protection using attapulgite","2022","24","10.1016/j.mtnano.2022.100228","https://www.scopus.com/pages/publications/85133936935?origin=resultslist"
"Cheng Y.; Zheng Y.F.","Cheng, Y. (56828376000); Zheng, Y.F. (55444114000)","56828376000; 55444114000","Surface characterization and electrochemical studies of biomedical NiTi alloy coated with TiN by PIIID","2006","32","10.1016/j.msea.2005.12.073","https://www.scopus.com/pages/publications/33750431705?origin=resultslist"
"WEI B.-J.; CHENG Y.-L.; LIU Y.-Y.; ZHU Z.-D.; CHENG Y.-L.","WEI, Bing-jian (57221266344); CHENG, Yu-lin (57192660512); LIU, Yuan-yuan (57205150759); ZHU, Zhun-da (57205436321); CHENG, Ying-liang (25933992200)","57221266344; 57192660512; 57205150759; 57205436321; 25933992200","Corrosion and wear resistance of AZ31 Mg alloy treated by duplex process of magnetron sputtering and plasma electrolytic oxidation","2021","31","10.1016/S1003-6326(21)65655-8","https://www.scopus.com/pages/publications/85114992577?origin=resultslist"
"Chen T.; Zeng Z.; Gao H.; Liu C.; Liu Z.; Sun Z.; Li X.","Chen, Tianqi (57218119149); Zeng, Zhongping (57192919447); Gao, Hui (58686172700); Liu, Chao (59956707500); Liu, Zhiyong (56118218400); Sun, Zhanyuan (58686700800); Li, Xiaogang (52063654000)","57218119149; 57192919447; 58686172700; 59956707500; 56118218400; 58686700800; 52063654000","Influence of AC/DC on stress corrosion cracking of Ti-6Al-3Nb-2Zr-1Mo alloy in simulated marine solution","2024","22","10.1016/j.ijhydene.2023.11.120","https://www.scopus.com/pages/publications/85178373781?origin=resultslist"
"Jena S.; Laha S.; Swain B.P.","Jena, Sanketa (57997582300); Laha, Soumyadeep (57215415207); Swain, Bibhu P. (9737627600)","57997582300; 57215415207; 9737627600","Ti2NTx MXene/rGO nanocomposites: Optical tunning, functional bonding and electrochemical analysis for supercapacitor electrode application","2024","21","10.1016/j.apsusc.2024.160403","https://www.scopus.com/pages/publications/85194503056?origin=resultslist"
"Zhai T.; Zhao M.-S.; Wang D.-D.","Zhai, Ting (37262295200); Zhao, Min-Shou (55559100600); Wang, Dan-Dan (57281824300)","37262295200; 55559100600; 57281824300","Effect of Mn-doping on performance of Li3V2(PO 4)3/C cathode material for lithium ion batteries","2011","31","10.1016/S1003-6326(11)60746-2","https://www.scopus.com/pages/publications/79955433081?origin=resultslist"
"Salam Hamdy A.; Beccaria A.M.; Temtchenko T.","Salam Hamdy, Abdel (57950938400); Beccaria, Anna Maria (7006593119); Temtchenko, Tatiana (6506801157)","57950938400; 7006593119; 6506801157","Corrosion protection of AA6061 T6 by fluoropolymer coatings in NaCl solution","2002","35","10.1016/S0257-8972(02)00042-7","https://www.scopus.com/pages/publications/0037124999?origin=resultslist"
"Abouelata A.M.A.; Attia A.; Youssef G.I.","Abouelata, Ahmed M. Awad (35745623100); Attia, Adel (57195311112); Youssef, Gehan I. (6701868106)","35745623100; 57195311112; 6701868106","Electrochemical polishing versus mechanical polishing of AISI 304: surface and electrochemical study","2022","20","10.1007/s10008-021-05037-2","https://www.scopus.com/pages/publications/85116438139?origin=resultslist"
"Li Y.J.; An B.; Wang Y.G.; Liu Y.; Zhang H.D.; Yang X.G.; Wang W.M.","Li, Y.J. (57192521783); An, B. (57210163603); Wang, Y.G. (57205479859); Liu, Y. (56638238100); Zhang, H.D. (53165335100); Yang, X.G. (7408607362); Wang, W.M. (36138372900)","57192521783; 57210163603; 57205479859; 56638238100; 53165335100; 7408607362; 36138372900","Severe corrosion behavior of Fe78Si9B13 glassy alloy under magnetic field","2014","27","10.1016/j.jnoncrysol.2014.03.030","https://www.scopus.com/pages/publications/84900498582?origin=resultslist"
"Refaey S.A.M.; Taha F.; Hasanin T.H.A.","Refaey, S.A.M. (6701673704); Taha, F. (7003578116); Hasanin, T.H.A. (6504484931)","6701673704; 7003578116; 6504484931","Electrochemical behavior of Sn-Ni nanostructured compound in alkaline media and the effect of halide ions","2004","18","10.1016/j.apsusc.2003.11.074","https://www.scopus.com/pages/publications/1842529003?origin=resultslist"
"Kumar R.; Shikha D.; Sinha S.K.","Kumar, Ranbir (57220859818); Shikha, Deep (57208956445); Sinha, Sanjay Kumar (57190833822)","57220859818; 57208956445; 57190833822","Improvement in bioactivity, hardness and friction resistance of 3 % manganese-doped hydroxyapatite coated on alumina using radio frequency magnetron sputtering","2024","18","10.1016/j.surfcoat.2024.131481","https://www.scopus.com/pages/publications/85206844263?origin=resultslist"
"Rihan R.O.","Rihan, Rihan Omar (8893239600)","8893239600","Electrochemical corrosion behavior of X52 and X60 Steels in carbon dioxide containing saltwater solution","2013","29","10.1590/S1516-14392012005000170","https://www.scopus.com/pages/publications/84876217280?origin=resultslist"
"Yeganeh M.; Shoushtari M.T.; Khanjar A.T.; Al Hasan N.H.J.","Yeganeh, Mahdi (42263196300); Shoushtari, Mohammadreza Tavakoli (42762217000); Khanjar, Ali Talib (58637059300); Al Hasan, Nuha Hadi Jasim (57205193630)","42263196300; 42762217000; 58637059300; 57205193630","Microstructure evolution, corrosion behavior, and biocompatibility of Ti-6Al-4V alloy manufactured by electron beam melting (EBM) technique","2023","27","10.1016/j.colsurfa.2023.132519","https://www.scopus.com/pages/publications/85173609594?origin=resultslist"
"Bhushan B.; Banerjee A.; Patel S.N.; Banik D.; Godbole K.; Vishwanath K.; Mandal S.; Mondal K.","Bhushan, B. (57205917596); Banerjee, A. (57205519580); Patel, Subodh Nath (57205510653); Banik, Debdipta (57219746245); Godbole, Kirtiratan (57201078855); Vishwanath, K. (57509886200); Mandal, Saikat (59407996600); Mondal, K. (36101465300)","57205917596; 57205519580; 57205510653; 57219746245; 57201078855; 57509886200; 59407996600; 36101465300","Electrochemical response and passivation affinity of Fe-based amorphous HVOF coatings prepared from pig iron on mild steel","2023","21","10.1016/j.surfcoat.2022.129082","https://www.scopus.com/pages/publications/85142672117?origin=resultslist"
"Jahani N.; Reihanian M.; Gheisari K.","Jahani, N. (57210321188); Reihanian, M. (23095640000); Gheisari, Kh. (11939261300)","57210321188; 23095640000; 11939261300","Alloying and corrosion characteristics of FeNiMnCu-based high entropy alloys","2024","22","10.1016/j.matchemphys.2024.128990","https://www.scopus.com/pages/publications/85185390641?origin=resultslist"
"Qin H.; Ding S.; Qiu L.; Han B.","Qin, Hanyao (58771629000); Ding, Siqi (56386599100); Qiu, Liangsheng (57203842287); Han, Baoguo (35743324500)","58771629000; 56386599100; 57203842287; 35743324500","Electrical properties of ultra-high-performance concrete with various reinforcing fibers","2024","14","10.1088/1361-6501/ad128f","https://www.scopus.com/pages/publications/85180152913?origin=resultslist"
"Smyrl W.H.; Stephenson L.L.","Smyrl, William H. (7004980388); Stephenson, Larry L. (7102276731)","7004980388; 7102276731","Digital Impedance for Faradaic Analysis III. Copper Corrosion in Oxygenated 0.1N HCl","1985","25","10.1149/1.2114165","https://www.scopus.com/pages/publications/0022092601?origin=resultslist"
"Alhamad M.; Barão V.A.R.; Sukotjo C.; Cooper L.F.; Mathew M.T.","Alhamad, Mostafa (57202379096); Barão, Valentim A. R. (15518960000); Sukotjo, Cortino (6508194317); Cooper, Lyndon F. (7202473202); Mathew, Mathew T. (36979244000)","57202379096; 15518960000; 6508194317; 7202473202; 36979244000","Ti-ions and/or particles in saliva potentially aggravate dental implant corrosion","2021","23","10.3390/ma14195733","https://www.scopus.com/pages/publications/85116154448?origin=resultslist"
"Zgueni H.; Mesky M.E.; Malekshah R.E.; Ennafaa F.; Znini M.; Mabrouk E.H.; Chebabe D.","Zgueni, Hicham (58193052600); Mesky, Mohammed El (58480710800); Malekshah, Rahime Eshaghi (57210220935); Ennafaa, Fatima (59542526500); Znini, Mohamed (36550002000); Mabrouk, El Houssine (59756036300); Chebabe, Driss (6603089471)","58193052600; 58480710800; 57210220935; 59542526500; 36550002000; 59756036300; 6603089471","Synthesis, structural characterization and inhibition effects of new bicatenar surfactants based of phenolphtalein on the corrosion of carbon steel in 1 M HCl: Experimental and computational insights","2025","17","10.1016/j.molliq.2025.127116","https://www.scopus.com/pages/publications/85217979288?origin=resultslist"
"El-Cheick F.M.; Rashwan F.A.; Mahmoud H.A.; El-Rouby M.","El-Cheick, F.M. (36503916300); Rashwan, F.A. (8341430100); Mahmoud, H.A. (7102271762); El-Rouby, Mahmoud (33867553600)","36503916300; 8341430100; 7102271762; 33867553600","Gold nanoparticle-modified glassy carbon electrode for electrochemical investigation of aliphatic di-carboxylic acids in aqueous media","2010","26","10.1007/s10008-009-0957-4","https://www.scopus.com/pages/publications/77956457892?origin=resultslist"
"Li Y.; Wu J.; Zhang D.; Wang Y.; Hou B.","Li, Yongjuan (56151315800); Wu, Jiajia (36190138800); Zhang, Dun (7405360482); Wang, Yi (55902725300); Hou, Baorong (7102142706)","56151315800; 36190138800; 7405360482; 55902725300; 7102142706","The electrochemical reduction reaction of dissolved oxygen on Q235 carbon steel in alkaline solution containing chloride ions","2010","19","10.1007/s10008-009-0997-9","https://www.scopus.com/pages/publications/77956457891?origin=resultslist"
"Lu Y.; Peng Y.; Shi Z.","Lu, Yuling (57217145292); Peng, Yuxing (55726485600); Shi, Zhiyuan (55468459100)","57217145292; 55726485600; 55468459100","Plasma nitrided 65Mn steel: Microstructure, tribocorrosion and electrochemical properties and DFT calculation","2024","15","10.1016/j.wear.2024.205319","https://www.scopus.com/pages/publications/85186953253?origin=resultslist"
"Li C.; Cheng F.; Ji W.; Tao Z.; Chen J.","Li, Chunsheng (55696039900); Cheng, Fangyi (58368872600); Ji, Weiqiang (23050875100); Tao, Zhanliang (35254386100); Chen, Jun (7103017962)","55696039900; 58368872600; 23050875100; 35254386100; 7103017962","Magnesium microspheres and nanospheres: Morphology-controlled synthesis and application in Mg/MnO2 batteries","2009","35","10.1007/s12274-009-9075-y","https://www.scopus.com/pages/publications/70350321982?origin=resultslist"
"Ma S.; Su R.; Li G.; Qu Y.; Li R.","Ma, Siyi (57216824342); Su, Ruiming (55510390300); Li, Guanglong (57103937100); Qu, Yingdong (8901017800); Li, Rongde (36067927800)","57216824342; 55510390300; 57103937100; 8901017800; 36067927800","Effect of deep cryogenic treatment on corrosion resistance of AA7075-RRA","2022","33","10.1016/j.jpcs.2022.110747","https://www.scopus.com/pages/publications/85129140676?origin=resultslist"
"Danişman M.","Danişman, Murat (15753613100)","15753613100","The corrosion behavior of nanocrystalline nickel based thin films","2016","18","10.1016/j.matchemphys.2016.01.018","https://www.scopus.com/pages/publications/84954289543?origin=resultslist"
"Özyilmaz A.T.","Özyilmaz, Ali Tuncay (9133465600)","9133465600","The corrosion performance of polyaniline film modified on nickel plated copper in aqueous p-toluenesulfonic acid solution","2006","35","10.1016/j.surfcoat.2005.01.058","https://www.scopus.com/pages/publications/32644475543?origin=resultslist"
"López A.J.; Ureña A.; López M.D.; Rams J.","López, A.J. (47761155900); Ureña, A. (7004596086); López, M.D. (57202572156); Rams, J. (56276182300)","47761155900; 7004596086; 57202572156; 56276182300","Protection against corrosion of aluminium-SiC composites by sol-gel silica coatings","2008","25","10.1016/j.surfcoat.2007.12.043","https://www.scopus.com/pages/publications/41849122331?origin=resultslist"
"Wu B.-L.; Chen B.; Wang C.-W.; Jiao J.-Y.; Shen Q.-C.; Zhou T.-T.","Wu, Bao-Liang (56379339200); Chen, Bing (57198481295); Wang, Cheng-Wei (56861419200); Jiao, Jing-Ye (56861711500); Shen, Qi-Chao (56861626500); Zhou, Tie-Tao (7402989484)","56379339200; 57198481295; 56861419200; 56861711500; 56861626500; 7402989484","Corrosion behavior of a novel Mg–13Li–X alloy with different grain sizes by rapid solidification rate","2022","21","10.1007/s12598-015-0601-7","https://www.scopus.com/pages/publications/84942054685?origin=resultslist"
"Jennane J.; Ebn Touhami M.; Zehra S.; Baymou Y.; Kim S.-H.; Chung I.-M.; Lgaz H.","Jennane, Jamila (6508029520); Ebn Touhami, Mohamed (55887898500); Zehra, Saman (57078786600); Baymou, Yacine (57200302289); Kim, Seung-Hyun (56068366000); Chung, Ill-Min (57010545800); Lgaz, Hassane (56707358100)","6508029520; 55887898500; 57078786600; 57200302289; 56068366000; 57010545800; 56707358100","Influence of sodium gluconate and cetyltrimethylammonium bromide on the corrosion behavior of duplex (α-β) brass in sulfuric acid solution","2019","28","10.1016/j.matchemphys.2019.02.001","https://www.scopus.com/pages/publications/85061573908?origin=resultslist"
"Wang M.; Zhao X.; Gao S.; Zhu Y.; Zheng Y.; Huang Y.; Xu Y.","Wang, Mingyu (57210707237); Zhao, Xiaoyu (59872078200); Gao, Shan (57203528924); Zhu, Yesen (57190674554); Zheng, Yu (58830134900); Huang, Yi (35292411900); Xu, Yunze (57207019917)","57210707237; 59872078200; 57203528924; 57190674554; 58830134900; 35292411900; 57207019917","Visualizing and understanding corrosion evolution beneath a condensed droplet using the multi-electrode array","2024","22","10.1016/j.colsurfa.2024.133252","https://www.scopus.com/pages/publications/85182882805?origin=resultslist"
"Say W.C.; Chen C.C.; Hsieh S.-J.","Say, Wen C. (6603446826); Chen, Chien Chon (8413468300); Hsieh, Sheng-Jen (7202056488)","6603446826; 8413468300; 7202056488","Electrochemical characterization of non-chromate surface treatments on AZ80 magnesium","2008","20","10.1016/j.matchar.2007.12.007","https://www.scopus.com/pages/publications/49949099404?origin=resultslist"
"Hu C.; Li Y.; Li T.; Qing Y.; Tang J.; Yin H.; Hu L.; Zhang L.; Xie Y.; Ren K.","Hu, Chuanbo (55514914800); Li, Ying (57212466657); Li, Tingzhen (15020864100); Qing, Yongquan (55292735700); Tang, Jianting (57205708830); Yin, Huawei (56295277000); Hu, Lei (57212957400); Zhang, Lei (59116551500); Xie, Yongsheng (16205718400); Ren, Kangning (8892850200)","55514914800; 57212466657; 15020864100; 55292735700; 57205708830; 56295277000; 57212957400; 59116551500; 16205718400; 8892850200","Fabrication of poly(N-methylaniline)/SiC-ZnO bilayer coatings onto the carbon steel substrate and studies on its anticorrosion properties","2020","29","10.1016/j.colsurfa.2019.124176","https://www.scopus.com/pages/publications/85075377995?origin=resultslist"
"Sohrabi M.; Tavakoli H.; Koohestani H.; Akbari M.","Sohrabi, MohammadBagher (58669868700); Tavakoli, Hossein (55765000938); Koohestani, Hassan (37079281400); Akbari, Matin (58042927900)","58669868700; 55765000938; 37079281400; 58042927900","Utilization of Ni-Cu/Al2O3 co-deposition composite coatings on mild steel surface via electroplating method and evaluation of its tribological, electrochemical properties","2023","16","10.1016/j.surfcoat.2023.130118","https://www.scopus.com/pages/publications/85175154489?origin=resultslist"
"Petrov Y.; Schosger J.-P.; Stoynov Z.; De Bruijn F.","Petrov, Yanko (45661560500); Schosger, Jean-Pierre (8715832000); Stoynov, Zdravko (6701315966); De Bruijn, Frank (59890273400)","45661560500; 8715832000; 6701315966; 59890273400","Hydrogen evolution on nickel electrode in synthetic tap water - Alkaline solution","2011","30","10.1016/j.ijhydene.2011.07.049","https://www.scopus.com/pages/publications/80052928326?origin=resultslist"
"Hristova D.; Betova I.; Tzvetkoff T.","Hristova, Daniela (55770500200); Betova, Iva (6604021242); Tzvetkoff, Tzvety (6603485235)","55770500200; 6604021242; 6603485235","An electrochemical and analytical characterization of surface films on AISI 316 as electrode material for pulse electrolysis of water","2013","16","10.1016/j.ijhydene.2013.04.127","https://www.scopus.com/pages/publications/84879201218?origin=resultslist"
"Heakal F.E.-T.; Fatayerji M.Z.","Heakal, Fakiha El-Taib (57209298360); Fatayerji, M. Ziad (25636735000)","57209298360; 25636735000","Electrochemical performance of Mg-9Al-1Zn alloy in aqueous medium","2011","23","10.1007/s10008-010-1074-0","https://www.scopus.com/pages/publications/79952002961?origin=resultslist"
"Wang Y.; Hasebe Y.","Wang, Yue (57202426704); Hasebe, Yasushi (35594274200)","57202426704; 35594274200","Carbon felt-based bioelectrocatalytic flow-through detectors: Highly sensitive amperometric determination of H2O2 based on a direct electrochemistry of covalently modified horseradish peroxidase using cyanuric chloride as a linking agent","2011","26","10.1016/j.snb.2011.01.037","https://www.scopus.com/pages/publications/79957788727?origin=resultslist"
"Öztürk S.; Gerengi H.; Solomon M.M.; Gece G.; Yıldırım A.; Olasunkanmi L.O.","Öztürk, Serkan (36452415600); Gerengi, Husnu (27867686200); Solomon, Moses M. (35254531300); Gece, Gökhan (25121236900); Yıldırım, Ayhan (23101773900); Olasunkanmi, Lukman O. (55358257200)","36452415600; 27867686200; 35254531300; 25121236900; 23101773900; 55358257200","Synthesis, characterization, and studies of the interfacial and anticorrosion properties of a ternary cationic ionic liquid on carbon steel in a molar concentration of hydrochloric acid: Experimental and computational insights","2024","20","10.1016/j.colsurfa.2023.132720","https://www.scopus.com/pages/publications/85177596409?origin=resultslist"
"Zhou H.; Yan S.; He Y.; Xiang Y.; Li H.; Song R.; Cheng X.; Yan L.; Song J.; Shangguan J.","Zhou, Huilian (57850326900); Yan, Siming (14071877900); He, Yi (55376059100); Xiang, Yuxin (57223353276); Li, Hongjie (57201254386); Song, Ruxia (57225073195); Cheng, Xinyu (57716725100); Yan, Liping (57716463700); Song, Jinxue (57679512900); Shangguan, Jianxin (57849135500)","57850326900; 14071877900; 55376059100; 57223353276; 57201254386; 57225073195; 57716725100; 57716463700; 57679512900; 57849135500","Superhydrophobic surface based on micro/nano structured ZnO nanosheets for high-efficiency anticorrosion","2022","15","10.1007/s10008-022-05273-0","https://www.scopus.com/pages/publications/85136211563?origin=resultslist"
"Wang H.; Zhao C.; Chen Y.; Li J.; Zhang X.","Wang, Hongju (54396406000); Zhao, Changli (57201885873); Chen, Ying (59075633600); Li, Jianan (35269019600); Zhang, Xiaonong (35270846300)","54396406000; 57201885873; 59075633600; 35269019600; 35270846300","Electrochemical property and in vitro degradation of DCPD-PCL composite coating on the biodegradable Mg-Zn alloy","2012","34","10.1016/j.matlet.2011.11.029","https://www.scopus.com/pages/publications/82255161795?origin=resultslist"
"Yan X.; Kang S.; Xu M.; Li P.","Yan, Xinyong (57195554183); Kang, Shumei (36102916000); Xu, Meiling (57204356430); Li, Pengyu (57278587900)","57195554183; 36102916000; 57204356430; 57278587900","Corrosion product film of a medium-mn steel exposed to simulated marine splash zone environment","2021","16","10.3390/ma14195652","https://www.scopus.com/pages/publications/85116031967?origin=resultslist"
"Jang H.J.; Kwon H.S.","Jang, HeeJin (8634896400); Kwon, HyukSang (35119239800)","8634896400; 35119239800","Photoelectrochemical analysis of passive films formed on Ni and its alloys and its application to their corrosion behaviors","2015","17","10.1007/s10008-015-2830-y","https://www.scopus.com/pages/publications/84947018272?origin=resultslist"
"Hassoune M.; Bezzar A.; Sail L.; Ghomari F.","Hassoune, Mohammed (57194606921); Bezzar, Abdelillah (23970322100); Sail, Latefa (39962521200); Ghomari, Fouad (23970488400)","57194606921; 23970322100; 39962521200; 23970488400","Corrosion inhibition of carbon steel by N,N′-Dimethylaminoethanol in simulated concrete pore solution contaminated with NaCl","2018","28","10.1080/01694243.2017.1341190","https://www.scopus.com/pages/publications/85021063875?origin=resultslist"
"Deng Z.; Liu D.; Liu G.; Xiong Y.; Xin S.; Li S.; Li C.; Chen T.","Deng, Zixin (57219217031); Liu, Defu (55730551200); Liu, Guan (57209367956); Xiong, Yi (57214745995); Xin, Siwei (58393624300); Li, Shudan (57931360100); Li, Chunye (58114247500); Chen, Tao (57221071961)","57219217031; 55730551200; 57209367956; 57214745995; 58393624300; 57931360100; 58114247500; 57221071961","Study on the corrosion resistance of SiC particle-reinforced hydroxyapatite‑silver gradient bioactive ceramic coatings prepared by laser cladding","2023","25","10.1016/j.surfcoat.2023.129734","https://www.scopus.com/pages/publications/85163358701?origin=resultslist"
"SHARMA R.; SINGH A.K.; ARORA A.; PATI S.; DE P.S.","SHARMA, Ritukesh (57196545905); SINGH, Amit Kumar (57254742100); ARORA, Amit (24922495400); PATI, S. (15761041600); DE, P.S. (26023046000)","57196545905; 57254742100; 24922495400; 15761041600; 26023046000","Effect of friction stir processing on corrosion of Al-TiB2 based composite in 3.5 wt.% sodium chloride solution","2019","33","10.1016/S1003-6326(19)65045-4","https://www.scopus.com/pages/publications/85069820699?origin=resultslist"
"YIN Q.; WANG Z.-Y.; PAN C.","YIN, Qi (57203846786); WANG, Zhen-yao (23096008000); PAN, Chen (55651312800)","57203846786; 23096008000; 55651312800","Initial corrosion behavior of pure zinc in simulated tropical marine atmosphere","2018","22","10.1016/S1003-6326(18)64905-2","https://www.scopus.com/pages/publications/85059125436?origin=resultslist"
"Duran B.; Bereket G.; Turhan M.C.; Virtanen S.","Duran, Berrin (22133915800); Bereket, Gözen (6701788525); Turhan, Metehan C. (35070369000); Virtanen, Sannakaisa (35617634700)","22133915800; 6701788525; 35070369000; 35617634700","Poly(N-methyl aniline) thin films on copper: Synthesis, characterization and corrosion protection","2011","30","10.1016/j.tsf.2011.02.084","https://www.scopus.com/pages/publications/79958148317?origin=resultslist"
"Zhang M.; He P.; Zhang H.; Dong S.; Huang T.","Zhang, Mi (59086755200); He, Ping (58521760300); Zhang, Hongjiang (58521627000); Dong, Sheying (7402017046); Huang, Tinglin (57192441019)","59086755200; 58521760300; 58521627000; 7402017046; 57192441019","Preparation and performance of a new silylated functional carbon quantum dots corrosion inhibitor","2023","20","10.1016/j.colsurfa.2023.132164","https://www.scopus.com/pages/publications/85166652610?origin=resultslist"
"Cui W.-F.; Dong Y.-Y.; Bao Y.-C.; Qin G.-W.","Cui, Wen-Fang (55737228600); Dong, Yang-Yang (57221980184); Bao, Yong-Cun (57221980337); Qin, Gao-Wu (7202862107)","55737228600; 57221980184; 57221980337; 7202862107","Improved corrosion resistance of dental Ti50Zr alloy with (TiZr)N coating in fluoridated acidic artificial saliva","2021","18","10.1007/s12598-020-01668-y","https://www.scopus.com/pages/publications/85100850458?origin=resultslist"
"Caicedo J.C.; Amaya C.; Cabrera G.; Esteve J.; Aperador W.; Gómez M.E.; Prieto P.","Caicedo, J.C. (24558580000); Amaya, C. (24558831800); Cabrera, G. (36467902900); Esteve, J. (36346847800); Aperador, W. (24398551800); Gómez, M.E. (9434208900); Prieto, P. (56119138200)","24558580000; 24558831800; 36467902900; 36346847800; 24398551800; 9434208900; 56119138200","Corrosion surface protection by using titanium carbon nitride/titanium- niobium carbon nitride multilayered system","2011","23","10.1016/j.tsf.2011.04.035","https://www.scopus.com/pages/publications/79958216683?origin=resultslist"
"Yang R.; Wen J.; Zhou Y.; Song K.; Song Z.","Yang, Ran (57203928717); Wen, Jiuba (7402701749); Zhou, Yanjun (54390650200); Song, Kexing (8853496000); Song, Zhengcheng (57203931302)","57203928717; 7402701749; 54390650200; 8853496000; 57203931302","Effect of Al element on the microstructure and properties of Cu-Ni-Fe-Mn alloys","2018","22","10.3390/ma11091777","https://www.scopus.com/pages/publications/85053592623?origin=resultslist"
"El-Sayed A.-R.; Ibrahim E.M.M.; Mohran H.S.; Ismael M.; Shilkamy H.A.-S.","El-Sayed, Abdel-Rahman (56212718300); Ibrahim, Eslam M. M. (34975087700); Mohran, Hossnia S. (24765228600); Ismael, Mohamed (55391787100); Shilkamy, Hoda Abdel-Shafy (60431362200)","56212718300; 34975087700; 24765228600; 55391787100; 60431362200","Effect of Indium Alloying with Lead on the Mechanical Properties and Corrosion Resistance of Lead-Indium Alloys in Sulfuric Acid Solution","2015","29","10.1007/s11661-015-2827-2","https://www.scopus.com/pages/publications/84925466656?origin=resultslist"
"GRGUR B.N.; JUGOVIĆ B.Z.; GVOZDENOVIĆ M.M.","GRGUR, Branimir N. (7003314046); JUGOVIĆ, Branimir Z. (6504663292); GVOZDENOVIĆ, Milica M. (6506768814)","7003314046; 6504663292; 6506768814","Influence of chloride ion concentration on initial corrosion of AZ63 magnesium alloy","2022","23","10.1016/S1003-6326(22)65861-8","https://www.scopus.com/pages/publications/85129923400?origin=resultslist"
"Kilinççeker G.; Galip H.","Kilinççeker, Güray (24168961400); Galip, Hasan (6508275802)","24168961400; 6508275802","The effects of acetate ions (CH3COO-) on electrochemical behavior of copper in chloride solutions","2008","17","10.1016/j.matchemphys.2008.02.026","https://www.scopus.com/pages/publications/42949152847?origin=resultslist"
"Wang X.; Chou C.-C.; Lee J.-W.; Wu R.; Chang H.-Y.; Ding Y.","Wang, Xiaoli (59651986300); Chou, Chau-Chang (7403593179); Lee, Jyh-Wei (8212936600); Wu, Rudder (55433914900); Chang, Hong-Yi (7407521481); Ding, Yunfei (55472160300)","59651986300; 7403593179; 8212936600; 55433914900; 7407521481; 55472160300","Preparation and investigation of diamond-incorporated copper coatings on a brass substrate by composite electrodeposition","2020","25","10.1016/j.surfcoat.2020.125508","https://www.scopus.com/pages/publications/85080028667?origin=resultslist"
"Li B.-Z.; Zhang Z.-Q.; Qiu Z.-H.; Meng X.; Zhao Y.-B.; Zhang H.-B.; Hou J.; Sun J.; Lin C.-G.; Zeng R.-C.","Li, Bing-Zhi (57219181585); Zhang, Zhao-Qi (57703800400); Qiu, Zheng-Hui (57200561731); Meng, Xiao (57226357513); Zhao, Yu-Bo (57196243141); Zhang, Hai-Bing (55796537900); Hou, Jian (36727382000); Sun, Jing (57216115303); Lin, Cun-Guo (15034886800); Zeng, Rong-Chang (22636567500)","57219181585; 57703800400; 57200561731; 57226357513; 57196243141; 55796537900; 36727382000; 57216115303; 15034886800; 22636567500","Insight to corrosion mechanism of 90/10 copper-nickel alloys under different sea depths","2021","30","10.1016/j.matlet.2021.130513","https://www.scopus.com/pages/publications/85111283260?origin=resultslist"
"Asserghine A.; Medvidović-Kosanović M.; Nagy L.; Souto R.M.; Nagy G.","Asserghine, Abdelilah (57193403020); Medvidović-Kosanović, Martina (16031645200); Nagy, Livia (7201913476); Souto, Ricardo M. (7005304036); Nagy, Geza (7201883321)","57193403020; 16031645200; 7201913476; 7005304036; 7201883321","A study of the electrochemical reactivity of titanium under cathodic polarization by means of combined feedback and redox competition modes of scanning electrochemical microscopy","2020","23","10.1016/j.snb.2020.128339","https://www.scopus.com/pages/publications/85086454635?origin=resultslist"
"Shinde T.; Pruncu C.; Dhokey N.B.; Parau A.C.; Vladescu A.","Shinde, Tarang (57193954755); Pruncu, Catalin (56512168200); Dhokey, Narendra B. (8642608200); Parau, Anca C. (55551383300); Vladescu, Alina (6701316511)","57193954755; 56512168200; 8642608200; 55551383300; 6701316511","Effect of deep cryogenic treatment on corrosion behavior of AISI H13 die steel","2021","29","10.3390/ma14247863","https://www.scopus.com/pages/publications/85121387197?origin=resultslist"
"Bensabra H.; Franczak A.; Aaboubi O.; Azzouz N.; Chopart J.-P.","Bensabra, Hakim (22733762900); Franczak, Agnieszka (55243075900); Aaboubi, Omar (6701657811); Azzouz, Noureddine (6701406382); Chopart, Jean-Paul (7004151988)","22733762900; 55243075900; 6701657811; 6701406382; 7004151988","Inhibitive Effect of Molybdate Ions on the Electrochemical Behavior of Steel Rebar in Simulated Concrete Pore Solution","2017","27","10.1007/s11661-016-3778-y","https://www.scopus.com/pages/publications/84992395345?origin=resultslist"
"Zhou S.; Liu Z.; Lu Z.; Ma L.","Zhou, Shengguo (37113495400); Liu, Zhijing (58820676000); Lu, Zhibin (36626041700); Ma, Liqiu (56030025500)","37113495400; 58820676000; 36626041700; 56030025500","Carbon dot/nickel nanocomposite coating for wear and corrosion control of Mg alloy: Experimental and theoretical studies","2024","20","10.1016/j.apsusc.2024.159845","https://www.scopus.com/pages/publications/85187962920?origin=resultslist"
