"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Zarebidaki A.; Akbarpour M.","Zarebidaki, Arman (34769457000); Akbarpour, Mehdi (59254743500)","34769457000; 59254743500","Corrosion and wear behavior of electroless Ni-P-Cu coatings containing 8 and 18 wt% Cu","2024","11","10.1016/j.surfcoat.2024.131228","https://www.scopus.com/pages/publications/85200833562?origin=resultslist"
"Karttu A.; Lahtonen K.; Heikkila J.; Valiaho J.; Narkilahti S.; Lekkala J.; Kallio P.","Karttu, Antti (57736721400); Lahtonen, Kimmo (8328681600); Heikkila, Juha (55975876600); Valiaho, Jari (56437733200); Narkilahti, Susanna (15845968100); Lekkala, Jukka (56283480700); Kallio, Pasi (9732619000)","57736721400; 8328681600; 55975876600; 56437733200; 15845968100; 56283480700; 9732619000","Corrosion and Protection of Silicon Nitride Insulators in Microelectrode Array Applications","2022","7","10.1109/JSEN.2022.3178640","https://www.scopus.com/pages/publications/85131767118?origin=resultslist"
"Huang Y.; Luo J.; Ivey D.G.","Huang, Yin (37862612800); Luo, Jingli (7404182969); Ivey, Douglas G. (7006673043)","37862612800; 7404182969; 7006673043","Steady-state and impedance study of n-GaAs in H2SO4 solution: Mechanism analysis","2006","10","10.1016/j.tsf.2005.09.003","https://www.scopus.com/pages/publications/28044448313?origin=resultslist"
"Shet V.B.; Bhat R.S.; Selvaraj R.; Guru Prasad; Kodgi A.; Damodaran A.; Savithri A.","Shet, Vinayaka B. (57194971880); Bhat, Ramesh S. (36941112400); Selvaraj, Raja (57217851490); Guru Prasad (57233833800); Kodgi, Amogh (57216657682); Damodaran, Anurag (57233350300); Savithri, Akshara (57234574800)","57194971880; 36941112400; 57217851490; 57233833800; 57216657682; 57233350300; 57234574800","Development and optimization of Zn–Ni–TiO2 composite coating, assessment of its corrosion resistance and antimicrobial activity","2021","13","10.1007/s13204-021-02029-6","https://www.scopus.com/pages/publications/85113610114?origin=resultslist"
"Rodríguez M.A.; Rebak R.B.; Carranza R.M.","Rodríguez, Martín A. (8626603500); Rebak, Raúl B. (7003289273); Carranza, Ricardo M. (7004521403)","8626603500; 7003289273; 7004521403","Oxide film aging on alloy 22 in halide containing solutions","2007","6","","https://www.scopus.com/pages/publications/41549129606?origin=resultslist"
"Zhang H.; Huang X.; Yang L.; Chen X.; Lu J.","Zhang, Hua (57191173417); Huang, Xueming (58002500900); Yang, Lei (57391824000); Chen, Xiao (57208230492); Lu, Jiakun (58534388000)","57191173417; 58002500900; 57391824000; 57208230492; 58534388000","Experimental study and finite element analysis of degradation behavior of epoxy zinc-rich coating system under stress corrosion","2024","5","10.1080/01694243.2023.2241206","https://www.scopus.com/pages/publications/85167814555?origin=resultslist"
"Burnat B.; Blaszczyk T.; Leniart A.","Burnat, Barbara (55662393100); Blaszczyk, Tadeusz (6603772254); Leniart, Andrzej (6505700641)","55662393100; 6603772254; 6505700641","Effects of serum proteins on corrosion behavior of ISO 5832–9 alloy modified by titania coatings","2014","10","10.1007/s10008-014-2634-5","https://www.scopus.com/pages/publications/84919418039?origin=resultslist"
"Zeng Q.; Yin H.; Li Q.; Bulyk I.I.; Wang Z.; Zhou S.","Zeng, Qi (59732144700); Yin, Haitao (59426374800); Li, Qunfang (56073376100); Bulyk, Ihor I. (6603887146); Wang, Zhixiang (55719629900); Zhou, Shengguo (37113495400)","59732144700; 59426374800; 56073376100; 6603887146; 55719629900; 37113495400","Structure and performance insights in La modified carbon quantum dots-epoxy coating with efficiency corrosion and wear resistance","2025","11","10.1016/j.surfcoat.2025.132108","https://www.scopus.com/pages/publications/105002296008?origin=resultslist"
"Musabikha S.; Priyotomo G.; Nikitasari A.; Prifiharni S.; Kusumastuti R.; Satrio D.; Utama I.K.A.P.; Mukhtasor M.; Junianto S.; Ismail M.C.","Musabikha, Siti (57202311831); Priyotomo, Gadang (37073272700); Nikitasari, Arini (57190937163); Prifiharni, Siska (57190936835); Kusumastuti, Rahayu (55899214500); Satrio, Dendy (57202198993); Utama, I Ketut Aria Pria (39661404700); Mukhtasor, Mukhtasor (57235578000); Junianto, Sony (57217399180); Ismail, Mokhtar Che (14031615700)","57202311831; 37073272700; 57190937163; 57190936835; 55899214500; 57202198993; 39661404700; 57235578000; 57217399180; 14031615700","The effects of flow rate on impedance measurements of marine coatings using a rotating cylinder electrode","2024","5","10.1007/s11998-024-00957-w","https://www.scopus.com/pages/publications/85197749995?origin=resultslist"
"Zhang Y.-H.; Lü K.; Zhao D.-L.; Guo S.-H.; Qi Y.; Wang X.-L.","Zhang, Yang-Huan (57324349800); Lü, Ke (57197309220); Zhao, Dong-Liang (25722677800); Guo, Shi-Hai (7403650658); Qi, Yan (7401900782); Wang, Xin-Lin (35325753400)","57324349800; 57197309220; 25722677800; 7403650658; 7401900782; 35325753400","Electrochemical hydrogen storage characteristics of nanocrystalline and amorphous Mg2Ni-type alloys prepared by melt-spinning","2011","10","10.1016/S1003-6326(11)60743-7","https://www.scopus.com/pages/publications/79955368098?origin=resultslist"
"Du T.; Ren L.; Zhang Y.; Cui M.; Chao Y.; Ge Y.; Liu N.; An Y.; Meng C.","Du, Teng (57458673000); Ren, Limin (23490058100); Zhang, Yifu (23502604600); Cui, Miao (56537731500); Chao, Yue (57458789600); Ge, Ying (57458450000); Liu, Nan (57221436817); An, Yonglin (7102051097); Meng, Changgong (7201684653)","57458673000; 23490058100; 23502604600; 56537731500; 57458789600; 57458450000; 57221436817; 7102051097; 7201684653","Removal of nitrogen oxides under visible light irradiation by copper phthalocyanine/MOR zeolite composite","2022","9","10.1016/j.colsurfa.2022.128587","https://www.scopus.com/pages/publications/85124884829?origin=resultslist"
"Golabadi M.; Foratirad H.; Asgari M.; Gholami M.G.; Karimi M.","Golabadi, Majid (57222265948); Foratirad, Hamzeh (57046018500); Asgari, Masoud (57194702191); Gholami, Mohammad Ghasem (57219775314); Karimi, Meysam (57219775278)","57222265948; 57046018500; 57194702191; 57219775314; 57219775278","The synergistic effect of 2-mercaptobenzotiazole and zinc nitrate as corrosion inhibitor on carbon steel in saline solution","2020","6","10.3139/146.111954","https://www.scopus.com/pages/publications/85095413716?origin=resultslist"
"Quej L.M.; Míreles M.J.; Galvan-Martinez R.; Contreras A.","Quej, L.M. (56013585000); Míreles, M.J. (56897069000); Galvan-Martinez, R. (7801607238); Contreras, A. (7005300323)","56013585000; 56897069000; 7801607238; 7005300323","Electrochemical characterization of X60 steel exposed to different soils from south of México","2015","6","10.1007/978-3-319-15204-2_11","https://www.scopus.com/pages/publications/84943650744?origin=resultslist"
"Kim J.-U.; Jeong Y.-H.; Choe H.-C.","Kim, Jae-Un (37097291900); Jeong, Yong-Hoon (55181537600); Choe, Han-Cheol (18933704200)","37097291900; 55181537600; 18933704200","Measurement of oxide thin film dissolution rate on the HA-coated Ti alloy by scanning electron microscopy and impedance spectroscopy","2012","7","10.1002/sia.4977","https://www.scopus.com/pages/publications/84882454020?origin=resultslist"
"ABDI F.; SAVALONI H.","ABDI, Fateme (57219930016); SAVALONI, Hadi (6602503212)","57219930016; 6602503212","Surface nanostructure modification of Al substrates by N+ ion implantation and their corrosion inhibition","2017","14","10.1016/S1003-6326(17)60078-5","https://www.scopus.com/pages/publications/85017380885?origin=resultslist"
"Ozyilmaz A.T.","Ozyilmaz, A.T. (9133465600)","9133465600","Electropolymerization of poly (aniline-co-o-anisidine) on copper and its anticorrosion properties","2008","10","10.1088/0022-3727/41/6/065409","https://www.scopus.com/pages/publications/40549140154?origin=resultslist"
"Shtefan V.V.; Kanunnikova N.O.; Goncharenko T.Y.","Shtefan, V.V. (25029308400); Kanunnikova, N.O. (57217962547); Goncharenko, T. Ye. (57217186929)","25029308400; 57217962547; 57217186929","Analysis of the Structure and Anticorrosion Properties of Oxide Coatings on AISI 304 Steel","2021","9","10.1007/s11003-021-00539-w","https://www.scopus.com/pages/publications/85122807247?origin=resultslist"
"Wang X.; Yu F.; Wang W.","Wang, Xinyang (59389099900); Yu, Fengyun (55453074300); Wang, Weiqiang (57206568706)","59389099900; 55453074300; 57206568706","Effects of halloysite nanotube integration on the soft sparking micro-arc oxidation process and coating properties of aluminum alloys","2025","6","10.1016/j.surfcoat.2025.132301","https://www.scopus.com/pages/publications/105005485985?origin=resultslist"
"Trabelsi W.; Dhouibi L.; Matoussi F.; Triki E.","Trabelsi, Wassim (12764135800); Dhouibi, Leila (6508316050); Matoussi, Fatma (55927877800); Triki, Ezzeddine (55972677800)","12764135800; 6508316050; 55927877800; 55972677800","Modification of corrosion behavior of stainless steels with a poly-m-methoxytoluene coating","2005","12","10.1016/j.synthmet.2005.02.018","https://www.scopus.com/pages/publications/20444441047?origin=resultslist"
"Petiti C.; Gulotta D.; Mariani B.; Toniolo L.; Goidanich S.","Petiti, Chiara (57195074493); Gulotta, Davide (35186955000); Mariani, Bruna (57194227655); Toniolo, Lucia (7006526814); Goidanich, Sara (6505913516)","57195074493; 35186955000; 57194227655; 7006526814; 6505913516","Optimisation of the setup of LPR and EIS measurements for the onsite, non-invasive study of metallic artefacts","2020","7","10.1007/s10008-020-04822-9","https://www.scopus.com/pages/publications/85091683906?origin=resultslist"
"Han Y.; Yao H.; Xu H.; Zhao Q.; Wang N.; Wang S.; Ma X.","Han, Yanhe (14047062000); Yao, Hao (59604092000); Xu, Han (57197760207); Zhao, Qingpeng (59602798500); Wang, Nannan (56411108700); Wang, Shizong (55637275300); Ma, Xuejiao (57191753451)","14047062000; 59604092000; 57197760207; 59602798500; 56411108700; 55637275300; 57191753451","Highly efficient CeO2/GO co-doped MoS2 catalyst for electrocatalytic hydrogen evolution performance","2025","9","10.1016/j.colsurfa.2025.136525","https://www.scopus.com/pages/publications/85218488189?origin=resultslist"
"Pejcic B.; De Marco R.; Prince K.","Pejcic, Bobby (6603458078); De Marco, Roland (7006597400); Prince, Kathryn (7004854463)","6603458078; 7006597400; 7004854463","Surface studies of a chalcogenide glass ferric ion-selective electrode Part 1: Influence of ferric and hydroxide ions on interfacial kinetics","2002","11","10.1002/sia.1449","https://www.scopus.com/pages/publications/0036748269?origin=resultslist"
"Doležal D.; Alar V.; Borko T.","Doležal, D. (37060487800); Alar, V. (6506932534); Borko, T. (55655527700)","37060487800; 6506932534; 55655527700","Inhibition of carbon steel corrosion by imidazoline in carbon dioxide saturated oilfield brine solution","2013","7","10.1002/mawe.201300062","https://www.scopus.com/pages/publications/84880366735?origin=resultslist"
"Videm K.","Videm, K. (6701518411)","6701518411","Field and laboratory experience with electrochemical methods for assessing corrosion of steel in concrete","1998","13","","https://www.scopus.com/pages/publications/0032321116?origin=resultslist"
"Pavithra N.S.; Alva V.D.P.; Bangera S.","Pavithra, N.S. (59351263500); Alva, Vijaya D. P. (54398258500); Bangera, Supriya (57216671803)","59351263500; 54398258500; 57216671803","A Sustainable and Green Approach to Corrosion Inhibition of Mild Steel by Rangoon Creeper Flower Extract in 1 M HCl","2021","7","10.3103/S106837552104013X","https://www.scopus.com/pages/publications/85114044478?origin=resultslist"
"Rahimi E.; Nijdam T.; Jahagirdar A.; Broitman E.; Mol A.","Rahimi, Ehsan (57195718892); Nijdam, Thijs (9235288300); Jahagirdar, Adwait (57217170729); Broitman, Esteban (55878967100); Mol, Arjan (7101773116)","57195718892; 9235288300; 57217170729; 55878967100; 7101773116","Improved surface charge and corrosion resistance at the near-nanocrystalline chromium/nano-bilayer oxide interface in advanced thin dense chromium coatings","2025","6","10.1016/j.apsusc.2025.162504","https://www.scopus.com/pages/publications/85215859937?origin=resultslist"
"Zhang X.; Zhu G.; Kang F.; Zhang G.; Tan Q.; Wu M.; Tan Y.; Liu F.-Q.","Zhang, Xiaohu (57884614800); Zhu, Guangyu (57212088979); Kang, Fuyan (59286472300); Zhang, Gege (58863115400); Tan, Qianyun (59105558500); Wu, Min (57388605100); Tan, Yong (58943945100); Liu, Fa-Qian (55664708300)","57884614800; 57212088979; 59286472300; 58863115400; 59105558500; 57388605100; 58943945100; 55664708300","Fabrication of epoxy composite coating with superior anticorrosive properties using a pH-responsive system based on 2D Zn-MOF nanosheets","2024","6","10.1016/j.colsurfa.2024.135285","https://www.scopus.com/pages/publications/85203289720?origin=resultslist"
"Ortiz C.H.; Sanchez S.S.; Caicedo J.C.; Colorado H.D.; Aperador W.","Ortiz, C.H. (57211315455); Sanchez, S.S. (57905045600); Caicedo, J.C. (24558580000); Colorado, H.D. (47961804300); Aperador, W. (24398551800)","57211315455; 57905045600; 24558580000; 47961804300; 24398551800","Analysis of the structural integrity of (Si3N4 and Al2O3) individuals coatings and the [Si3N4 /Al2O3]n heterostructure exposed to corrosive environments","2023","7","10.1016/j.matchemphys.2022.127062","https://www.scopus.com/pages/publications/85142760228?origin=resultslist"
"Wang J.; Wang L.; Deng H.; Wu M.; Wang Y.; Zhou X.","Wang, Jinyu (57188981555); Wang, Linyuan (56052600000); Deng, Hongbo (57195052064); Wu, Ming (59722786100); Wang, Yao (59722786200); Zhou, Xing (59722595000)","57188981555; 56052600000; 57195052064; 59722786100; 59722786200; 59722595000","Green-type co-modification of boron nitride nanosheets with L-cysteine and polydopamine to enhance the corrosion resistance of waterborne epoxy resins","2025","7","10.1016/j.colsurfa.2025.136788","https://www.scopus.com/pages/publications/105001827038?origin=resultslist"
"Salehinasab H.; Majidi R.; Danaee I.; Vrsalović L.; Saliminasab S.; Zarei D.","Salehinasab, Hanieh (59337996600); Majidi, Rezvan (57821087200); Danaee, Iman (12760393900); Vrsalović, Ladislav (16426429000); Saliminasab, Salman (59337695400); Zarei, Davood (59167634200)","59337996600; 57821087200; 12760393900; 16426429000; 59337695400; 59167634200","Engineering a zinc-rich ethyl silicate coating based on nickel oxide nanoparticles for improving anticorrosion performance","2024","8","10.1016/j.hybadv.2023.100132","https://www.scopus.com/pages/publications/85204582934?origin=resultslist"
"Braithwaite L.; Albrechtas K.; Zagidulin D.; Behazin M.; Shoesmith D.; Noël J.J.","Braithwaite, Lindsay (57211313340); Albrechtas, Katarina (57713412200); Zagidulin, Dmitrij (6508063945); Behazin, Mehran (55249936300); Shoesmith, David (7006291606); Noël, James J. (55418092700)","57211313340; 57713412200; 6508063945; 55249936300; 7006291606; 55418092700","Galvanic Coupling of Copper and Carbon Steel in the Presence of Bentonite Clay and Chloride","2022","6","10.1149/1945-7111/ac5ff2","https://www.scopus.com/pages/publications/85130834477?origin=resultslist"
"Zhang P.; Xu Z.; Meng G.; Wang Y.; Wang J.; Shao Y.; Wang F.","Zhang, Pengyuan (57483577500); Xu, Zhengyi (57212089933); Meng, Guozhe (35242758500); Wang, Yanqiu (37862158100); Wang, Junyi (37036634900); Shao, Yawei (14833278400); Wang, Fuhui (36078867800)","57483577500; 57212089933; 35242758500; 37862158100; 37036634900; 14833278400; 36078867800","Efficiently Improved Corrosion Resistance of Electrodeposition Ni–Cu Coatings via Site-Blocking Effect of Ce","2022","7","10.1002/adem.202200109","https://www.scopus.com/pages/publications/85129558683?origin=resultslist"
